Monday ID,File Name,S3 - public bucket,Vimeo link
851409646,Managing_talent_during_a_pandemic,https://s3-eu-west-1.amazonaws.com/ws20-output/851409646_Managing_talent_during_a_pandemic.mp4,https://vimeo.com/488597588/337d0c8f30
711096584,The_ethics_of_fighting_poverty,https://s3-eu-west-1.amazonaws.com/ws20-output/711096584_The_ethics_of_fighting_poverty.mp4,https://vimeo.com/488721589/f56fda7ad8
711092673,Grabbing_a_plastic-free_future_by_the_bottle,https://s3-eu-west-1.amazonaws.com/ws20-output/711092673_Grabbing_a_plastic-free_future_by_the_bottle.mp4,https://vimeo.com/488693734/020d0a039d
711369425,The_secret_life_of_remote_teams,https://s3-eu-west-1.amazonaws.com/ws20-output/711369425_The_secret_life_of_remote_teams.mp4,https://vimeo.com/488837458/517f78ee03
724967651,The_racial_dilemma,https://s3-eu-west-1.amazonaws.com/ws20-output/724967651_The_racial_dilemma.mp4,https://vimeo.com/488793023/f218559f5e
711092654,How_can_cities_lead_a_greener_recovery?,https://s3-eu-west-1.amazonaws.com/ws20-output/711092654_How_can_cities_lead_a_greener_recovery?.mp4,https://vimeo.com/488598794/b30740871a
711091501,#Breaking_news:_Covid_is_still_here,https://s3-eu-west-1.amazonaws.com/ws20-output/711091501_#Breaking_news:_Covid_is_still_here.mp4,https://vimeo.com/488411406/81a7599bfb
822087258,Opening_Ceremonies,https://s3-eu-west-1.amazonaws.com/ws20-output/822087258_Opening_Ceremonies.mp4,https://vimeo.com/486863105/9bc34a26ef
741093029,What_no_one_told_you_about_operating_in_competitive_markets,https://s3-eu-west-1.amazonaws.com/ws20-output/741093029_What_no_one_told_you_about_operating_in_competitive_markets.mp4,https://vimeo.com/487339537/6e72f50dcf
741093186,Will_unicorns_become_extinct?,https://s3-eu-west-1.amazonaws.com/ws20-output/741093186_Will_unicorns_become_extinct?.mp4,https://vimeo.com/488383629/e623773479
710336452,Cameo:_NSYNC_with_a_fame-crazy_public,https://s3-eu-west-1.amazonaws.com/ws20-output/710336452_Cameo:_NSYNC_with_a_fame-crazy_public.mp4,https://vimeo.com/486999421/c5fd20a644710336452
710235161,Branding_Africa,https://s3-eu-west-1.amazonaws.com/ws20-output/710235161_Branding_Africa.mp4,https://vimeo.com/486832198/fc51ede409
741093852,The_road_towards_an_AI-driven_Europe,https://s3-eu-west-1.amazonaws.com/ws20-output/741093852_The_road_towards_an_AI-driven_Europe.mp4,https://vimeo.com/488559922/fa3e94f8a0
710235190,Jose_Mourinho:_Web_Summit_Innovation_in_Sport_Award,https://s3-eu-west-1.amazonaws.com/ws20-output/710235190_Jose_Mourinho:_Web_Summit_Innovation_in_Sport_Award.mp4,https://vimeo.com/486873754/36e4fa933f710235190
711262496,How_to_sell_a_great_story,https://s3-eu-west-1.amazonaws.com/ws20-output/711262496_How_to_sell_a_great_story.mp4,https://vimeo.com/488494770/6e56fba645
711372587,Conscious_capital,https://s3-eu-west-1.amazonaws.com/ws20-output/711372587_Conscious_capital.mp4,https://vimeo.com/488742353/455a3fcb3d
737342188,PITCH_winner_announcement_&_winner_reaction,https://s3-eu-west-1.amazonaws.com/ws20-output/737342188_PITCH_winner_announcement_&_winner_reaction.mp4,https://vimeo.com/488756056/7a335fb877
711372579,Building_AI_cities,https://s3-eu-west-1.amazonaws.com/ws20-output/711372579_Building_AI_cities.mp4,https://vimeo.com/488558422/212c0a15d3
710336451,Finding_your_voice_in_the_chaos_of_2020,https://s3-eu-west-1.amazonaws.com/ws20-output/710336451_Finding_your_voice_in_the_chaos_of_2020.mp4,https://vimeo.com/486998680/2790061d66710336451
724967682,Whistleblowers_welcome?,https://s3-eu-west-1.amazonaws.com/ws20-output/724967682_Whistleblowers_welcome?.mp4,https://vimeo.com/488381151/de41ef8368
710235343,Using_data_to_deliver_on_diversity,https://s3-eu-west-1.amazonaws.com/ws20-output/710235343_Using_data_to_deliver_on_diversity.mp4,https://vimeo.com/486834124/e835749734
710799266,Shaping_cities_for_people,https://s3-eu-west-1.amazonaws.com/ws20-output/710799266_Shaping_cities_for_people.mp4,https://vimeo.com/488914519/bca6dd860f
710336444,Fashion_Week’s_digital_makeover:_Reaction_or_revolution?,https://s3-eu-west-1.amazonaws.com/ws20-output/710336444_Fashion_Week’s_digital_makeover:_Reaction_or_revolution?.mp4,https://vimeo.com/486954493/c50cc36775710336444
710653497,Bringing_fintech_valuations_to_new_heights,https://s3-eu-west-1.amazonaws.com/ws20-output/710653497_Bringing_fintech_valuations_to_new_heights.mp4,https://vimeo.com/487028523/f2ed933b36710653497
741093140,How_to_save_live_music_in_2021,https://s3-eu-west-1.amazonaws.com/ws20-output/741093140_How_to_save_live_music_in_2021.mp4,https://vimeo.com/487291755/1b5326d23a
719722367,Relevancy_through_a_pandemic,https://s3-eu-west-1.amazonaws.com/ws20-output/719722367_Relevancy_through_a_pandemic.mp4,https://vimeo.com/488564839/9bf608ab53
724967708,Using_AI_to_save_the_food_industry,https://s3-eu-west-1.amazonaws.com/ws20-output/724967708_Using_AI_to_save_the_food_industry.mp4,https://vimeo.com/488384007/1ba8dc7b9e
724967673,The_science_behind_affordable_skincare,https://s3-eu-west-1.amazonaws.com/ws20-output/724967673_The_science_behind_affordable_skincare.mp4,https://vimeo.com/487275600/21a5205b11724967673
724967731,US_politics_and_the_climate_crisis,https://s3-eu-west-1.amazonaws.com/ws20-output/724967731_US_politics_and_the_climate_crisis.mp4,https://vimeo.com/488698766/1c7d8550e8
741098135,Getting_creative_with_social_entrepreneurship,https://s3-eu-west-1.amazonaws.com/ws20-output/741098135_Getting_creative_with_social_entrepreneurship.mp4,https://vimeo.com/488501509/8397e5fccd
710235258,How_do_we_educate_the_next_generations_online?,https://s3-eu-west-1.amazonaws.com/ws20-output/710235258_How_do_we_educate_the_next_generations_online?.mp4,https://vimeo.com/486834388/01982459db
710235190,Jose_Mourinho:_Web_Summit_Innovation_in_Sport_Award,https://s3-eu-west-1.amazonaws.com/ws20-output/710235190_Jose_Mourinho:_Web_Summit_Innovation_in_Sport_Award.mp4,https://vimeo.com/486832522/76bfa4b33c
712266982,Space:_Where_will_we_be_in_2050?,https://s3-eu-west-1.amazonaws.com/ws20-output/712266982_Space:_Where_will_we_be_in_2050?.mp4,https://vimeo.com/488823965/dabc157967
711262509,Flying_high_with_Hydrogen,https://s3-eu-west-1.amazonaws.com/ws20-output/711262509_Flying_high_with_Hydrogen.mp4,https://vimeo.com/488404407/9a8fbd7240
710653477,What_US_healthcare_needs_from_the_new_administration,https://s3-eu-west-1.amazonaws.com/ws20-output/710653477_What_US_healthcare_needs_from_the_new_administration.mp4,https://vimeo.com/487030057/9daafb1169710653477
711262514,Golden-AI:_Aston_Martin's_plan_for_autonomous_luxury,https://s3-eu-west-1.amazonaws.com/ws20-output/711262514_Golden-AI:_Aston_Martin's_plan_for_autonomous_luxury.mp4,https://vimeo.com/488584596/8a2273a198
711091487,The_fake-news_fight_in_2020,https://s3-eu-west-1.amazonaws.com/ws20-output/711091487_The_fake-news_fight_in_2020.mp4,https://vimeo.com/488409816/665f889ead
711262537,Founding_a_billion-dollar_startup_success,https://s3-eu-west-1.amazonaws.com/ws20-output/711262537_Founding_a_billion-dollar_startup_success.mp4,https://vimeo.com/488717002/799eb1d616
711262503,Ethical_tech:_Creating_a_framework_that_works,https://s3-eu-west-1.amazonaws.com/ws20-output/711262503_Ethical_tech:_Creating_a_framework_that_works.mp4,https://vimeo.com/488766413/b56d76683b
711097196,Frontline_fears:_What_does_the_Covid_long_haul_look_like?,https://s3-eu-west-1.amazonaws.com/ws20-output/711097196_Frontline_fears:_What_does_the_Covid_long_haul_look_like?.mp4,https://vimeo.com/488869855/37ef752637
741097782,Bringing_the_economy_back_to_life,https://s3-eu-west-1.amazonaws.com/ws20-output/741097782_Bringing_the_economy_back_to_life.mp4,https://vimeo.com/488502741/c8077385d9
711262525,Scaling_a_product_without_losing_your_soul,https://s3-eu-west-1.amazonaws.com/ws20-output/711262525_Scaling_a_product_without_losing_your_soul.mp4,https://vimeo.com/488864958/9c3b6eea0f
737342173,PITCH_final,https://s3-eu-west-1.amazonaws.com/ws20-output/737342173_PITCH_final.mp4,https://vimeo.com/488588244/34be78daa7
711262470,Blockchain:_What_now?,https://s3-eu-west-1.amazonaws.com/ws20-output/711262470_Blockchain:_What_now?.mp4,https://vimeo.com/488747703/5463cd079b
712266993,Best_smartphones_of_2020,https://s3-eu-west-1.amazonaws.com/ws20-output/712266993_Best_smartphones_of_2020.mp4,https://vimeo.com/488575164/99d5f4b1da
712266966,Corporate_venture:_Symbiotic_growth,https://s3-eu-west-1.amazonaws.com/ws20-output/712266966_Corporate_venture:_Symbiotic_growth.mp4,https://vimeo.com/488397973/68876ea430
710790306,We_can_solve_the_climate_crisis,https://s3-eu-west-1.amazonaws.com/ws20-output/710790306_We_can_solve_the_climate_crisis.mp4,https://vimeo.com/488525392/61e0f6dd8a
862961327,Deepak_Chopra_leads_a_guided_meditation,https://s3-eu-west-1.amazonaws.com/ws20-output/862961327_Deepak_Chopra_leads_a_guided_meditation.mp4,https://vimeo.com/487240575/1d70653e0f
710235196,Technology:_The_key_to_making_us_more_human,https://s3-eu-west-1.amazonaws.com/ws20-output/710235196_Technology:_The_key_to_making_us_more_human.mp4,https://vimeo.com/486873016/50d4ecfac3710235196
741093227,What_film_can_tell_us_about_ourselves,https://s3-eu-west-1.amazonaws.com/ws20-output/741093227_What_film_can_tell_us_about_ourselves.mp4,https://vimeo.com/488391826/fa7802a2a5
710791461,Mastercard's_2020_vision,https://s3-eu-west-1.amazonaws.com/ws20-output/710791461_Mastercard's_2020_vision.mp4,https://vimeo.com/488797571/c1fdea8c8b
710235147,Eric_Dier:_Winning_off_the_pitch,https://s3-eu-west-1.amazonaws.com/ws20-output/710235147_Eric_Dier:_Winning_off_the_pitch.mp4,https://vimeo.com/486859075/f716c2debe710235147
711262474,Leading_d̶a̶n̶g̶e̶r̶o̶u̶s̶l̶y̶_courageously,https://s3-eu-west-1.amazonaws.com/ws20-output/711262474_Leading_d̶a̶n̶g̶e̶r̶o̶u̶s̶l̶y̶_courageously.mp4,https://vimeo.com/488472029/a584c32490
710235161,Branding_Africa,https://s3-eu-west-1.amazonaws.com/ws20-output/710235161_Branding_Africa.mp4,https://vimeo.com/486866244/bcf27fb3a2710235161
741097955,A_deep-dive_into_Portugal's_blue-economy_future,https://s3-eu-west-1.amazonaws.com/ws20-output/741097955_A_deep-dive_into_Portugal's_blue-economy_future.mp4,https://vimeo.com/488427408/002ffbd3a3
712266938,Fixing_Africa’s_supply_chain,https://s3-eu-west-1.amazonaws.com/ws20-output/712266938_Fixing_Africa’s_supply_chain.mp4,https://vimeo.com/488562045/af1dd53a29
712267001,Best_headphones_of_2020,https://s3-eu-west-1.amazonaws.com/ws20-output/712267001_Best_headphones_of_2020.mp4,https://vimeo.com/488469098/61b6a3ec0d
710336469,How_we'll_meet_in_2021,https://s3-eu-west-1.amazonaws.com/ws20-output/710336469_How_we'll_meet_in_2021.mp4,https://vimeo.com/487011866/1e82410a9d710336469
724967763,Marketing_in_2021,https://s3-eu-west-1.amazonaws.com/ws20-output/724967763_Marketing_in_2021.mp4,https://vimeo.com/488870468/f961862a81
710336442,Rebuilding_an_empire,https://s3-eu-west-1.amazonaws.com/ws20-output/710336442_Rebuilding_an_empire.mp4,https://vimeo.com/486981864/9c8d1aa6a5710336442
710234977,Have_we_got_news_for_you,https://s3-eu-west-1.amazonaws.com/ws20-output/710234977_Have_we_got_news_for_you.mp4,https://vimeo.com/487203954/bd8c6e3217710234977
711262478,Launch_your_rockets_–_learn_to_fail,https://s3-eu-west-1.amazonaws.com/ws20-output/711262478_Launch_your_rockets_–_learn_to_fail.mp4,https://vimeo.com/487286820/b46736c7af711262478
711262479,Three_ways_tech_is_solving_medical_problems,https://s3-eu-west-1.amazonaws.com/ws20-output/711262479_Three_ways_tech_is_solving_medical_problems.mp4,https://vimeo.com/488708715/3b71cfaa0a
712266970,The_future_of_Silicon_Valley,https://s3-eu-west-1.amazonaws.com/ws20-output/712266970_The_future_of_Silicon_Valley.mp4,https://vimeo.com/488821531/aad63a88a9
711091474,Social_movements_in_the_media_spotlight,https://s3-eu-west-1.amazonaws.com/ws20-output/711091474_Social_movements_in_the_media_spotlight.mp4,https://vimeo.com/488414464/62770bd4be
711369435,Financial_sense_and_social_resonance,https://s3-eu-west-1.amazonaws.com/ws20-output/711369435_Financial_sense_and_social_resonance.mp4,https://vimeo.com/488677579/8ae6699072
710235133,Things_you_can_learn_from_the_Acapulco_cliff_divers,https://s3-eu-west-1.amazonaws.com/ws20-output/710235133_Things_you_can_learn_from_the_Acapulco_cliff_divers.mp4,https://vimeo.com/486866231/634426612a710235133
712266995,ESA:_The_future_of_space_exploration,https://s3-eu-west-1.amazonaws.com/ws20-output/712266995_ESA:_The_future_of_space_exploration.mp4,https://vimeo.com/488746196/8cb6ff79c7
711368349,Internet:_Who_owns_our_data?,https://s3-eu-west-1.amazonaws.com/ws20-output/711368349_Internet:_Who_owns_our_data?.mp4,https://vimeo.com/488623845/1588433268
711372602,How_2020_has_changed_the_future_of_fundraising,https://s3-eu-west-1.amazonaws.com/ws20-output/711372602_How_2020_has_changed_the_future_of_fundraising.mp4,https://vimeo.com/488874968/6def83296f
710336426,Vox_Media:_Covering_2020,https://s3-eu-west-1.amazonaws.com/ws20-output/710336426_Vox_Media:_Covering_2020.mp4,https://vimeo.com/487011236/ea6db2c197710336426
